Order Date,Sales,Anomaly,RollingMean,RollingStd,Zscore
2016-04-24,4603.642,1,6343.541499999999,3709.806857206584,-0.46900002263463164
2016-05-01,11805.6065,1,8576.547125,3611.8459398956975,0.8940191328020068
2016-05-08,7774.9439999999995,1,8911.875624999999,3402.7922962554153,-0.3341172560697077
2016-05-15,4905.0615,1,7272.313499999999,3343.105963511351,-0.7080996013400703
2016-05-22,4418.17,1,7225.945499999998,3393.3660784821254,-0.8274307678751637
2016-05-29,6551.177,1,5912.338124999998,1541.0559517025126,0.41454619106738544
2016-06-05,9418.944,1,6323.338124999998,2256.535726567991,1.371839957397071
2016-06-12,4550.428,1,6234.679749999999,2336.387592867014,-0.7208785713218201
2016-06-19,7687.451000000001,1,7052.0,2042.458324425901,0.311120668853116
2016-06-26,6242.707,1,6974.882499999999,2073.262410497441,-0.3531513889861759
2016-07-03,4014.966,1,5623.887999999999,1671.5437558749936,-0.9625365739575186
2016-07-10,4291.266,1,5559.097499999999,1730.9871337031022,-0.7324326537816178
2016-07-17,10366.159,1,6228.7744999999995,2931.042583430056,1.4115743399259049
2016-07-24,3955.135,1,5656.881499999999,3142.930051467316,-0.5414522347404827
2016-07-31,7539.815,1,6538.093749999999,3020.896106749935,0.33159738521352644
2016-08-07,3837.8992,1,6424.752049999999,3139.472894673819,-0.8239768065488473
2016-08-14,7272.986,1,5651.4587999999985,2029.9222034039396,0.7988124851685902
2016-08-21,7085.682,1,6434.095549999998,1740.7999194610152,0.3743028953044444
2016-08-28,15773.478,1,8492.511299999998,5103.733944367064,1.4265960528831885
2016-09-04,8162.043,1,9573.547249999998,4159.869433837341,-0.3393145560094978
2016-09-11,8243.94,1,9816.28575,4006.375193631794,-0.3924609338883864
2016-09-18,24095.96,1,14068.855249999999,7577.788529945536,1.3232230894772765
2016-09-25,18316.364999999998,1,14704.577,7869.512242330261,0.458959575737378
2016-10-02,9591.275,1,15061.884999999998,7497.068293031829,-0.7296999021717159
2016-10-09,3987.545,1,13997.786249999997,8948.845489497857,-1.118607004864233
2016-10-16,9673.8455,1,10392.257624999998,5915.220780502407,-0.1214514473184179
2016-10-23,5588.974,1,7210.409874999999,2872.4522694732577,-0.5644779174337102
2016-10-30,6122.684,1,6343.262124999998,2398.5964003689915,-0.09196133412276665
2016-11-06,15492.867,1,9219.592625,4558.236197268764,1.376250396756286
2016-11-13,27965.3492,1,13792.46855,10486.25797068406,1.3515670403705935
2016-11-20,15075.134,1,16164.008549999999,8976.560562961535,-0.12130197778566078
2016-11-27,13504.0113,1,18009.340375,6692.3415706734595,-0.6732066837028795
2016-12-04,20712.100000000002,1,19314.148625,6545.341349949248,0.2135795981077198
2016-12-11,15675.144,1,16241.597325,3117.759744294543,-0.18168600901227303
2016-12-18,11314.539999999999,1,15301.448825,4022.4792461237084,-0.991157090205503
2016-12-25,22843.047,1,17636.20775,5176.277371557811,1.0059042196251142
2017-01-01,10421.8172,1,15063.637049999998,5671.430746299964,-0.8184565866432059
2017-01-08,5769.608,1,12587.253049999998,7256.502934167656,-0.9395221240659504
2017-01-15,2174.507,1,10302.2448,9016.483710120952,-0.9014309858816315
2017-01-22,3227.454,1,5398.34655,3673.282289880867,-0.5909952948566899
2017-01-29,2662.052,1,3458.4052500000003,1599.7468389949374,-0.49779954589584924
2017-02-05,17926.368,1,6497.59525,7631.320427597545,1.4976140575449468
2017-02-12,3821.642,1,6909.378999999999,7359.903186814438,-0.4195350022445681
2017-02-19,2920.111,1,6832.54325,7412.570343637685,-0.5278104717560078
2017-02-26,2628.088,1,6824.05225,7418.956700972914,-0.5655733574303978
2017-03-05,14419.498000000001,1,5947.33475,5670.908287684987,1.4939693643782344
2017-03-12,14129.183,1,8524.220000000001,6641.795017763345,0.8438928008180983
2017-03-19,14902.938,1,11519.92675,5936.477437156891,0.569868459168304
2017-03-26,4575.475,1,12006.773500000001,4964.468007945825,-1.4968972482259766
2017-04-02,7145.821,1,10188.35425,5115.950652127996,-0.5947151286016508
2017-04-09,9674.378999999999,1,9074.65325,4408.006838931804,0.13605372494052928
2017-04-16,15502.758,1,9224.60825,4674.514392533148,1.3430592405552169
2017-04-23,7107.204,1,9857.5405,3950.5190489057195,-0.696196238001139
2017-04-30,2779.046,1,8765.846749999999,5316.774806590761,-1.1260211251713468
2017-05-07,10158.411,1,8886.85475,5349.75125991314,0.23768511622737484
2017-05-14,4767.564,1,6203.05625,3175.258443239588,-0.45208674369681373
2017-05-21,8770.649,1,6618.9175,3431.7189863152203,0.6270127328550301
2017-05-28,23367.662,1,11766.071500000002,8065.009559697015,1.4385092062353173
2017-06-04,12066.989,1,12243.216,7994.34068903408,-0.02204396920958512
2017-06-11,10913.018,1,13779.579500000002,6536.330566778493,-0.4385582201991996
2017-06-18,10713.721,1,14265.3475,6097.460488419327,-0.5824763451514723
2017-06-25,10503.088,1,11049.204000000002,698.8620420764323,-0.7814360590788458
2017-07-02,7617.454000000001,1,9936.82025,1555.2765872757743,-1.4912886035676822
2017-07-09,9571.03,1,9601.323250000001,1412.7117305190707,-0.021443334365794514
2017-07-16,4431.985,1,8030.889250000001,2683.70643550561,-1.3410200916114614
2017-07-23,9716.872,1,7834.335250000001,2461.9151061761313,0.7646635520767292
2017-07-30,9929.576000000001,1,8412.36575,2657.6679788988354,0.570880283784972
2017-08-06,5045.558,1,7280.997750000001,2947.4573581155632,-0.7584298866427756
2017-08-13,6791.8324999999995,1,7870.959625000001,2365.917973363942,-0.4561134989247587
2017-08-20,3783.892,1,6387.7146250000005,2663.9175365805854,-0.9774411517040716
2017-08-27,14460.025,1,7520.326875000001,4788.02466856358,1.4493864600496986
2017-09-03,17558.9918,1,10648.685325,6436.338161960593,1.0736394361378658
2017-09-10,14920.9956,1,12680.976100000002,6086.483522278152,0.3680318022386703
2017-09-17,16528.072,1,15867.021100000002,1434.6143981472496,0.4607864669793644
2017-09-24,13848.655,1,15714.178600000001,1650.7650532508849,-1.130096373391348
2017-10-01,9753.1413,1,13762.715975000003,2890.956025556989,-1.3869372759578709
2017-10-08,28412.098,1,17135.491575,8017.339568252347,1.4065272312593495
2017-10-15,7439.001,1,14863.223825000001,9413.34813404534,-0.7886909863822786
2017-10-22,12415.173999999999,1,14504.853575000001,9491.807878005207,-0.22015611797645948
2017-10-29,6625.845,1,13723.0295,10121.56544911943,-0.7011943493995241
2017-11-05,16321.3878,1,10700.351950000002,4537.792253024052,1.2387159959238012
2017-11-12,20640.302,1,14000.677200000002,5954.614052679204,1.1150386475530822
2017-11-19,12641.716,1,14057.312700000002,5935.554182931536,-0.2384944448945872
2017-11-26,27367.716,1,19242.780450000002,6326.563866294119,1.284257255867916
2017-12-03,23324.762,1,20993.624000000003,6216.710193118089,0.37497935846849834
2017-12-10,18961.002,1,20573.799000000003,6304.605737404866,-0.2558125071059352
2017-12-17,25449.8,-1,23775.820000000003,3609.7022780141992,0.46374461688870927
2017-12-24,17948.247,1,21420.952750000004,3557.487069207032,-0.9761682003173309
2017-12-31,16060.185,1,19604.808500000003,4077.865626548125,-0.869234993160011
2018-01-07,9060.984,1,17129.804,6736.520451534444,-1.1977726569748757
2018-01-14,7332.659000000001,1,12600.518750000001,5191.215034053998,-1.0147643115230671
2018-01-21,13698.768,1,11538.149000000001,4038.959297714457,0.5349444846405452
2018-01-28,9476.086,1,9892.124250000003,2702.176958553057,-0.15396410241865896
2018-02-04,5776.328,1,9070.960250000002,3437.8784321518815,-0.9583329704703324
2018-02-11,5409.749,1,8590.232750000001,3869.341253457118,-0.8219703411164246
2018-02-18,5648.0154,1,6577.544600000002,1938.3206979807967,-0.4795538741181057
2018-02-25,4509.7519999999995,1,5335.961100000002,571.3629972484596,-1.446031864119339
2018-03-04,6164.182,1,5432.924600000001,691.3238978285116,1.0577638098392381
2018-03-11,6965.41,1,5821.839850000001,1029.0351955713868,1.1113032430003666
2018-03-18,8779.131000000001,1,6604.6187500000015,1773.99033090972,1.2257745784244993
2018-03-25,26029.904,1,11984.656750000002,9427.179321874226,1.4898674110728223
2018-04-01,19382.9038,1,15289.337200000002,9014.573598555395,0.45410540556860074
2018-04-08,10151.6085,1,16085.886825000001,8131.382384213012,-0.7297994417924971
2018-04-15,5102.797,1,15166.803325,9349.13297108039,-1.0764641337470464
2018-04-22,7631.758,1,10567.266825000002,6228.0513177108005,-0.4713366469303574
2018-04-29,5292.6326,1,7044.699025000002,2369.1239561129537,-0.7395418971131571
2018-05-06,11606.7218,1,7408.477350000001,3025.8922426891727,1.3874401707937003
2018-05-13,11772.475,1,9075.896850000001,3166.2403599015124,0.851665648682426
2018-05-20,14571.618,1,10810.861850000001,3922.2541896884422,0.958825197991242
2018-05-27,4357.192,1,10577.001700000003,4363.961196886647,-1.4252669580190958
2018-06-03,6581.8854,1,9320.792600000002,4680.486354297223,-0.5851757686432247
2018-06-10,6481.389999999999,1,7998.021350000003,4500.867433188052,-0.3369642346754798
2018-06-17,15095.256,1,8128.930850000002,4756.169345348796,1.464692411932847
2018-06-24,6318.9355,1,8619.366725000002,4318.618619781908,-0.5326775590839681
2018-07-01,17261.1922,1,11289.193425000001,5714.581329309682,1.0450457226621384
2018-07-08,11589.842,1,12566.306425000002,4775.65578886,-0.2044670864424034
2018-07-15,9998.841,1,11292.202675000002,4550.589556443491,-0.2842184861890351
2018-07-22,10896.305,1,12436.545050000002,3281.7102565528726,-0.4693406576416893
2018-07-29,9618.882,1,10525.967500000002,888.7529216021968,-1.0206273059162012
2018-08-05,5205.628,1,8929.914000000002,2539.9659847479907,-1.4662739668025584
2018-08-12,11128.53,1,9212.336250000002,2752.3650246032175,0.6961989899127707
2018-08-19,22222.554,1,12043.898500000003,7236.149430346575,1.4066397602726801
2018-08-26,15330.072,1,13471.696000000004,7161.223921875367,0.25950536113292333
2018-09-02,20946.612,1,17406.942000000003,5146.235805003095,0.6878172967820058
2018-09-09,17672.048,1,19042.821500000002,3130.423074575192,-0.4378876168953684
2018-09-16,20166.201,1,18528.73325,2549.0378375516652,0.6423866001035031
2018-09-23,26104.433,1,21222.323500000002,3541.697373770953,1.3784660248376523
2018-09-30,12296.062,1,19059.686,5730.764479882634,-1.1802306697026432
2018-10-07,21535.594,1,20025.572500000002,5744.499364712424,0.2628638988587637
2018-10-14,16509.831000000002,1,19111.480000000003,5999.895009612791,-0.4336157542476566
2018-10-21,13270.8182,1,15903.0763,4164.642512557559,-0.6320489914951904
2018-10-28,21535.27,1,18212.878300000004,4058.0395254073196,0.8187184178957736
2018-11-04,29017.467,-1,20083.346550000002,6858.258909893797,1.3026805443450875
2018-11-11,20015.55,1,20959.7763,6461.919538980471,-0.14612164300470032
2018-11-18,30572.447,-1,25285.183500000003,5282.549382151507,1.000892394468553
2018-11-25,22212.769,1,25454.558250000002,5130.922993743768,-0.6318140525501508
2018-12-02,35998.9,-1,27199.9165,7422.552004977346,1.1854391177184964
2018-12-09,21537.240999999998,1,27580.339250000005,6955.926028380102,-0.8687697691643401
2018-12-16,11542.834,1,22822.936,10047.753378419362,-1.1226491709308357
2018-12-23,19457.068,1,22134.01075,10196.90043568466,-0.26252514348692485
2018-12-30,15210.8858,1,16937.0072,4456.809660489407,-0.38729977977351016
